Program Number,Program Name,Fiscal Year,Agency,CFDA Obligations,USASpending Obligations,Delta,Percent under/over reported
66.038,"Training, Investigations, and Special Purpose Activities of Federally-Recognized Indian Tribes Consistent With the Clean Air Act (CAA), Tribal Sovereignty and the Protection and Management of Air Quality",2007,Environmental Protection Agency,0.00,204978.00,204978.00,
66.110,Healthy Communities Grant Program,2007,Environmental Protection Agency,592410.00,1058966.00,466556.00,0.79
66.111,Regional Environmental Priority Projects,2007,Environmental Protection Agency,392100.00,229800.00,-162300.00,-0.41
66.113,Region 3 Environmental Priority Projects ,2007,Environmental Protection Agency,411625.00,,-411625.00,-1.00
66.117,Region 9 multi-media and geographic priority projects,2007,Environmental Protection Agency,124000.00,,-124000.00,-1.00
66.202,Congressionally Mandated Projects,2007,Environmental Protection Agency,0.00,604478760.00,604478760.00,
66.203,Environmental Finance Center Grants,2007,Environmental Protection Agency,2000000.00,,-2000000.00,-1.00
66.305,Compliance Assistance Support for Services to the Regulated Community and Other Assistance Providers ,2007,Environmental Protection Agency,1280240.00,1325000.00,44760.00,0.03
66.309,"Surveys, Studies, Investigations and Special Purpose Activities Relating to Environmental Justice",2007,Environmental Protection Agency,0.00,628044.00,628044.00,
66.310,Capacity Building Grants and Cooperative Agreements for Compliance Assurance and Enforcement Activities in Indian Country and Other Tribal Areas,2007,Environmental Protection Agency,1445000.00,215778.00,-1229222.00,-0.85
66.312,State Environmental Justice Cooperative Agreement Program,2007,Environmental Protection Agency,0.00,,0.00,0.00
66.418,Construction Grants for Wastewater Treatment Works,2007,Environmental Protection Agency,7994000.00,5343526.00,-2650474.00,-0.33
66.424,"Surveys, Studies, Investigations, Demonstrations, and Training Grants - Section 1442 of the Safe Drinking Water Act",2007,Environmental Protection Agency,1383418.00,5413190.00,4029772.00,2.91
66.436,"Surveys, Studies, Investigations, Demonstrations, and Training Grants and Cooperative Agreements - Section 104(b)(3) of the Clean Water Act",2007,Environmental Protection Agency,23584634.00,53201502.00,29616868.00,1.26
66.437,Long Island Sound Program ,2007,Environmental Protection Agency,1362800.00,2851222.00,1488422.00,1.09
66.439,Targeted Watersheds Grants,2007,Environmental Protection Agency,8000000.00,9164102.00,1164102.00,0.15
66.456,National Estuary Program,2007,Environmental Protection Agency,12257200.00,23831200.00,11574000.00,0.94
66.461,Regional Wetland Program Development Grants,2007,Environmental Protection Agency,9300000.00,17618113.00,8318113.00,0.89
66.462,National Wetland Program Development Grants and Five-Star Restoration Training Grant,2007,Environmental Protection Agency,500000.00,724946.00,224946.00,0.45
66.463,Water Quality Cooperative Agreements,2007,Environmental Protection Agency,1258100.00,1665360.00,407260.00,0.32
66.466,Chesapeake Bay Program,2007,Environmental Protection Agency,14154594.00,29306934.00,15152340.00,1.07
66.467,Wastewater Operator Training Grant Program (Technical Assistance),2007,Environmental Protection Agency,1828100.00,1415770.00,-412330.00,-0.23
66.469,Great Lakes Program,2007,Environmental Protection Agency,37165148.00,14150477.00,-23014671.00,-0.62
66.473,Direct Implementation Tribal Cooperative Agreements,2007,Environmental Protection Agency,604024.00,2579140.00,1975116.00,3.27
66.475,Gulf of Mexico Program,2007,Environmental Protection Agency,2258800.00,4266368.00,2007568.00,0.89
66.478,Water Security Training and Technical Assistance and Water Security Initiative Contamination Warning System Pilots,2007,Environmental Protection Agency,0.00,,0.00,0.00
66.479,Wetland Program Grants -  State/Tribal Environmental Outcome Wetland Demonstration Program,2007,Environmental Protection Agency,6157723.00,8180048.00,2022325.00,0.33
66.480,Assessment and Watershed Protection Program Grants ,2007,Environmental Protection Agency,1100000.00,3721186.00,2621186.00,2.38
66.481,Lake Champlain Basin Program,2007,Environmental Protection Agency,997000.00,1543968.00,546968.00,0.55
66.508,Senior Environmental Employment Program,2007,Environmental Protection Agency,53057698.00,109408002.00,56350304.00,1.06
66.509,Science To Achieve Results (STAR) Research Program,2007,Environmental Protection Agency,61300000.00,138269786.00,76969786.00,1.26
66.510,"Surveys, Studies, Investigations and Special Purpose Grants within the Office of Research and Development",2007,Environmental Protection Agency,4300000.00,7132850.00,2832850.00,0.66
66.511,Office of Research and Development Consolidated Research/Training/Fellowships,2007,Environmental Protection Agency,33200000.00,28201928.00,-4998072.00,-0.15
66.512,Regional Environmental Monitoring and Assessment Program (REMAP) Research Projects,2007,Environmental Protection Agency,2210173.00,4106924.00,1896751.00,0.86
66.513,Greater Research Opportunities (GRO) Fellowships For Undergraduate/Graduate Environmental Study,2007,Environmental Protection Agency,1520700.00,,-1520700.00,-1.00
66.514,Science To Achieve Results (STAR) Fellowship Program ,2007,Environmental Protection Agency,9100000.00,,-9100000.00,-1.00
66.516,P3 Award: National Student Design Competition for Sustainability,2007,Environmental Protection Agency,1067000.00,,-1067000.00,-1.00
66.517,Regional Applied Research Efforts (RARE) ,2007,Environmental Protection Agency,823265.00,,-823265.00,-1.00
66.518,State Senior Environmental Employment Program,2007,Environmental Protection Agency,270000.00,540000.00,270000.00,1.00
66.600,Environmental Protection Consolidated Grants for the Insular Areas - Program Support,2007,Environmental Protection Agency,8459838.00,12913381.00,4453543.00,0.53
66.604,Environmental Justice Small Grant Program ,2007,Environmental Protection Agency,1000000.00,1900000.00,900000.00,0.90
66.608,Environmental Information Exchange Network Grant Program and Related Assistance,2007,Environmental Protection Agency,15305146.00,29075228.00,13770082.00,0.90
66.609,Protection of Children and Older Adults (Elderly) from Environmental Health Risks,2007,Environmental Protection Agency,897420.00,675480.00,-221940.00,-0.25
66.610,"Surveys, Studies, Investigations and Special Purpose Grants within the Office of the Administrator",2007,Environmental Protection Agency,472992.00,2135054.00,1662062.00,3.51
66.612,"Surveys, Studies, Investigations, Training Demonstrations and Educational Outreach Related to Environmental Information and the Release of Toxic Chemicals  ",2007,Environmental Protection Agency,0.00,,0.00,0.00
66.700,Consolidated Pesticide Enforcement Cooperative Agreements,2007,Environmental Protection Agency,19063600.00,30628286.00,11564686.00,0.61
66.701,Toxic Substances Compliance Monitoring Cooperative Agreements,2007,Environmental Protection Agency,5710300.00,5421738.00,-288562.00,-0.05
66.707,TSCA Title IV State Lead Grants Certification of Lead-Based Paint Professionals,2007,Environmental Protection Agency,22472953.00,22063338.00,-409615.00,-0.02
66.708,Pollution Prevention Grants Program,2007,Environmental Protection Agency,4773975.00,11051538.00,6277563.00,1.31
66.709,Multi-Media Capacity Building Grants for States and Tribes,2007,Environmental Protection Agency,1360900.00,2720682.00,1359782.00,1.00
66.714,Pesticide Environmental Stewardship Regional Grants ,2007,Environmental Protection Agency,502600.00,1090000.00,587400.00,1.17
66.715,Lead Educational Outreach and Baseline Assessment of Tribal Children's Exposure and Risks Associated With Lead,2007,Environmental Protection Agency,970668.00,1941336.00,970668.00,1.00
66.716,"Research, Development, Monitoring, Public Education, Training, Demonstrations, and Studies",2007,Environmental Protection Agency,4838827.00,22421514.00,17582687.00,3.63
66.717,Source Reduction Assistance,2007,Environmental Protection Agency,1249076.00,3268640.00,2019564.00,1.62
66.718,National Community-Based Lead Outreach and Training Grant Program ,2007,Environmental Protection Agency,3100000.00,5965278.00,2865278.00,0.92
66.802,"Superfund State, Political Subdivision, and Indian Tribe Site_Specific Cooperative Agreements",2007,Environmental Protection Agency,50000000.00,129619248.00,79619248.00,1.59
66.806,Superfund Technical Assistance Grants (TAG) for Community Groups at National Priority List (NPL) Sites,2007,Environmental Protection Agency,926952.00,1703904.00,776952.00,0.84
66.808,Solid Waste Management Assistance Grants,2007,Environmental Protection Agency,2700601.00,8565702.00,5865101.00,2.17
66.809,Superfund State and Indian Tribe Core Program Cooperative Agreements,2007,Environmental Protection Agency,8.00,17102990.00,17102982.00,2137872.75
66.810,Chemical Emergency Preparedness and Prevention (CEPP) Technical Assistance Grants Program,2007,Environmental Protection Agency,100000.00,200000.00,100000.00,1.00
66.812,Hazardous Waste Management Grant Program for Tribes,2007,Environmental Protection Agency,288000.00,,-288000.00,-1.00
66.813,"Alternative or Innovative Treatment Technology Research, Demonstration, Training, and Hazardous Substance Research Grants",2007,Environmental Protection Agency,1711400.00,1767706.00,56306.00,0.03
66.814,"Brownfields Training, Research, and Technical Assistance Grants and Cooperative Agreements ",2007,Environmental Protection Agency,2669376.00,5338752.00,2669376.00,1.00
66.816,Headquarters and Regional Underground Storage Tanks Program,2007,Environmental Protection Agency,267794.00,535588.00,267794.00,1.00
66.926,Indian Environmental General Assistance Program (GAP),2007,Environmental Protection Agency,56654000.00,96365452.00,39711452.00,0.70
66.931,International Financial Assistance Projects Sponsored by the Office of International Affairs,2007,Environmental Protection Agency,4300000.00,7142919.00,2842919.00,0.66
66.940,Environmental Policy and State Innovation Grants,2007,Environmental Protection Agency,1611000.00,3188332.00,1577332.00,0.98
66.950,Environmental Education and Training Program,2007,Environmental Protection Agency,837000.00,5053150.00,4216150.00,5.04
66.951,Environmental Education Grants,2007,Environmental Protection Agency,1340000.00,3256020.00,1916020.00,1.43
66.952,National Network for Environmental Management Studies Fellowship Program,2007,Environmental Protection Agency,221335.00,,-221335.00,-1.00
77.006,U. S. Nuclear Regulatory Commission Nuclear Education Grant Program,2007,Nuclear Regulatory Commission,4700000.00,4622645.00,-77355.00,-0.02
77.007,U.S. Nuclear Regulatory Commission Minority Serving Institutions Program (MSIP),2007,Nuclear Regulatory Commission,900000.00,472100.00,-427900.00,-0.48
77.008,U.S. Nuclear Regulatory Commission Scholarship and Fellowship Program,2007,Nuclear Regulatory Commission,400000.00,1282002.00,882002.00,2.21
81.022,Used Energy-Related Laboratory Equipment Grants,2007,Department of Energy,0.00,,0.00,0.00
81.036,Inventions and Innovations,2007,Department of Energy,2753990.00,2753990.00,0.00,0.00
81.049,Office of Science Financial Assistance Program,2007,Department of Energy,830000000.00,875891821.00,45891821.00,0.06
81.057,University Coal Research,2007,Department of Energy,2755000.00,4054306.00,1299306.00,0.47
81.065,Nuclear Waste Disposal Siting,2007,Department of Energy,29000000.00,11467464.00,-17532536.00,-0.60
81.079,Regional Biomass Energy Programs,2007,Department of Energy,395000.00,409994.00,14994.00,0.04
81.086,Conservation Research and Development,2007,Department of Energy,71883456.00,72810272.00,926816.00,0.01
81.087,Renewable Energy Research and Development,2007,Department of Energy,226168574.00,226920175.00,751601.00,0.00
81.089,Fossil Energy Research and Development,2007,Department of Energy,470065442.00,503543182.00,33477740.00,0.07
81.104,Office of Environmental Waste Processing,2007,Department of Energy,13000000.00,14550456.00,1550456.00,0.12
81.105,"National Industrial Competitiveness through Energy, Environment, and Economics",2007,Department of Energy,1633941.00,1633941.00,0.00,0.00
81.106,"Transport of Transuranic Wastes to the Waste Isolation Pilot Plant: States and Tribal Concerns, Proposed Solutions",2007,Department of Energy,5631556.00,30897008.00,25265452.00,4.49
81.108,Epidemiology and Other Health Studies Financial Assistance Program,2007,Department of Energy,21000000.00,17740951.00,-3259049.00,-0.16
81.112,Stewardship Science Grant Program,2007,Department of Energy,23440299.00,20804144.00,-2636155.00,-0.11
81.113,Defense Nuclear Nonproliferation Research,2007,Department of Energy,12210324.00,21712318.00,9501994.00,0.78
81.114,University Reactor Infrastructure and Education Support,2007,Department of Energy,12131633.00,12330331.00,198698.00,0.02
81.117,"Energy Efficiency and Renewable Energy Information Dissemination, Outreach, Training and Technical Analysis/Assistance",2007,Department of Energy,30170137.00,31190034.00,1019897.00,0.03
81.119,State Energy Program Special Projects,2007,Department of Energy,7951906.00,8054201.00,102295.00,0.01
81.121,"Nuclear Energy Research, Development and Demonstration",2007,Department of Energy,143074820.00,166513843.00,23439023.00,0.16
81.122,"Electricity Delivery and Energy Reliability, Research, Development and Analysis",2007,Department of Energy,14454137.00,14979137.00,525000.00,0.04
81.123,National Nuclear Security Administration (NNSA) Minority Serving Institutions (MSI) Program,2007,Department of Energy,36357377.00,8872258.00,-27485119.00,-0.76
84.004,Civil Rights Training and Advisory Services,2007,Department of Education,7113000.00,7090913.00,-22087.00,0.00
84.015,National Resource Centers Program for Foreign Language and Area Studies or Foreign Language and International Studies Program and Foreign Language and Area Studies Fellowship Program,2007,Department of Education,58171463.00,,-58171463.00,-1.00
